generation,best_fitness,avg_progress,seed,weights_json
793,21.00,18.83,93,"[[[8.601990699768066, 21.913604736328125, 8.255492210388184, -17.60986328125, -2.366652250289917], [-24.156768798828125, -13.872154235839844, -11.904873847961426, -13.722872734069824, 26.311288833618164], [-2.925140142440796, 10.43338680267334, -10.308889389038086, 4.148848533630371, -2.093142509460449], [-5.778685092926025, -7.856147766113281, -7.952804088592529, -13.91417407989502, -13.049453735351562], [7.106196403503418, 2.762732982635498, -17.30982780456543, -28.789119720458984, -2.170071601867676]], [7.954845428466797, 10.228978157043457, -2.4889297485351562, -25.749357223510742, -14.182218551635742], [[-8.889832496643066, -4.546268463134766, 40.05146026611328], [-34.0449104309082, -12.158642768859863, -6.57396125793457], [-0.9071232676506042, -15.465864181518555, 20.153564453125], [7.484001636505127, -28.55144500732422, 24.513500213623047], [8.146425247192383, 57.10555648803711, -4.336549282073975]], [8.79513931274414, 16.52625274658203, 33.73903274536133], [[6.275063991546631, 32.954708099365234, -10.528279304504395], [25.813297271728516, -29.960525512695312, 7.018628120422363], [33.35394287109375, -19.34752082824707, 30.352249145507812]], [-22.022356033325195, 21.829334259033203, -17.28252410888672], [[-11.23524284362793, -32.598854064941406], [13.649977684020996, -35.338226318359375], [4.62917423248291, -4.952169895172119]], [-10.230522155761719, 1.9691097736358643]]"
794,443.92,307.37,94,"[[[9.442710876464844, 20.369413375854492, 12.863272666931152, -16.260385513305664, -6.6174163818359375], [-28.894134521484375, -14.528149604797363, -10.392499923706055, -12.510537147521973, 26.2894287109375], [-2.6765167713165283, 6.881260871887207, -10.183379173278809, 3.738816738128662, -0.4478752613067627], [-6.675271511077881, -7.211418628692627, -5.269469261169434, -13.452825546264648, -13.001004219055176], [5.558876991271973, 4.087990760803223, -22.28413963317871, -26.72356605529785, -1.1752456426620483]], [5.486860275268555, 10.240666389465332, -1.872039556503296, -26.034893035888672, -11.324174880981445], [[-5.149126052856445, 0.1592908650636673, 39.610008239746094], [-34.981876373291016, -11.935986518859863, -9.487627983093262], [0.6826740503311157, -15.929842948913574, 17.021657943725586], [8.057124137878418, -25.041336059570312, 23.73696517944336], [9.2649507522583, 51.93134689331055, -4.5752081871032715]], [10.385563850402832, 16.092294692993164, 34.448673248291016], [[5.176787376403809, 29.555686950683594, -9.206523895263672], [21.131492614746094, -28.950559616088867, 3.2619104385375977], [28.6976318359375, -18.736074447631836, 32.251766204833984]], [-20.71308708190918, 26.008464813232422, -14.194416999816895], [[-14.686647415161133, -31.088394165039062], [13.454419136047363, -35.15968704223633], [2.5911622047424316, -8.38915729522705]], [-12.510875701904297, 2.4545655250549316]]"
795,492.84,450.53,95,"[[[7.878762722015381, 22.586654663085938, 7.652287483215332, -17.535778045654297, -1.2327158451080322], [-27.631711959838867, -15.595726013183594, -12.881423950195312, -11.202947616577148, 26.179136276245117], [-2.0534451007843018, 11.457317352294922, -11.907674789428711, 4.934206008911133, -2.642752170562744], [-5.739077568054199, -6.9791483879089355, -6.471083641052246, -13.465852737426758, -13.629975318908691], [6.455002784729004, 2.8961732387542725, -17.153596878051758, -28.853675842285156, -1.4280362129211426]], [4.0342793464660645, 8.835837364196777, -5.451290130615234, -26.698392868041992, -14.453245162963867], [[-7.202241897583008, -6.313447952270508, 41.81010055541992], [-35.2100715637207, -12.900800704956055, -5.837668418884277], [-0.8092178702354431, -17.067201614379883, 21.32171630859375], [5.689950466156006, -27.30576515197754, 25.440210342407227], [9.26907730102539, 55.29433822631836, -6.372106075286865]], [8.80873966217041, 16.888446807861328, 35.050636291503906], [[5.054492473602295, 30.287925720214844, -10.211722373962402], [25.99123191833496, -29.083303451538086, 6.775343418121338], [34.75693893432617, -19.48297882080078, 28.48296546936035]], [-21.085725784301758, 24.54066276550293, -18.55413818359375], [[-9.838800430297852, -34.49001693725586], [15.295286178588867, -35.68948745727539], [4.925886631011963, -7.171506881713867]], [-9.853583335876465, -0.6373618245124817]]"
796,391.53,152.10,96,"[[[9.403497695922852, 21.971923828125, 12.890384674072266, -17.03597068786621, -7.387128829956055], [-28.410478591918945, -15.284329414367676, -9.184277534484863, -12.93384838104248, 27.5554256439209], [-3.1697685718536377, 6.403738021850586, -10.229572296142578, 3.954995632171631, 0.07916691154241562], [-5.2493486404418945, -7.34143590927124, -5.657627582550049, -13.093986511230469, -13.57345199584961], [7.149125099182129, 4.6242356300354, -22.63164710998535, -26.85910415649414, -1.7484242916107178]], [6.3959550857543945, 11.66731071472168, -1.2562311887741089, -25.225984573364258, -11.49526309967041], [[-3.739093542098999, -0.9311234354972839, 38.52356719970703], [-35.83621597290039, -9.84946060180664, -8.852431297302246], [1.7850885391235352, -13.788668632507324, 15.92734146118164], [8.282439231872559, -25.497974395751953, 23.641820907592773], [9.779646873474121, 53.81492233276367, -5.773613929748535]], [9.643827438354492, 15.26488208770752, 35.4017219543457], [[3.636500358581543, 28.45353126525879, -9.939193725585938], [20.202064514160156, -27.899471282958984, 2.2625324726104736], [28.346635818481445, -19.53653335571289, 33.35013961791992]], [-20.18063735961914, 26.470958709716797, -13.455286979675293], [[-15.190228462219238, -30.97858428955078], [14.200428009033203, -35.45195007324219], [2.558997869491577, -7.289275169372559]], [-12.443209648132324, 2.4549310207366943]]"
797,373.85,320.10,97,"[[[9.35900592803955, 21.10723304748535, 12.579328536987305, -16.54224967956543, -7.886949062347412], [-29.87505531311035, -14.307158470153809, -10.366052627563477, -12.813936233520508, 26.80865478515625], [-3.228703022003174, 8.792570114135742, -9.66281509399414, 4.0528950691223145, -1.741726279258728], [-6.623103141784668, -6.095879554748535, -5.901267051696777, -12.888779640197754, -12.2340669631958], [6.096356391906738, 1.4947270154953003, -21.898609161376953, -27.24928092956543, -1.838083028793335]], [7.083867073059082, 10.356581687927246, 1.2722177505493164, -25.8828067779541, -10.655913352966309], [[-3.535895347595215, 1.501051902770996, 38.42467498779297], [-34.13211441040039, -10.102458000183105, -9.355667114257812], [2.9054694175720215, -13.510472297668457, 16.154695510864258], [9.316390991210938, -24.883012771606445, 21.962047576904297], [10.76363754272461, 52.54540252685547, -6.375858306884766]], [10.998234748840332, 15.883871078491211, 34.149837493896484], [[4.0557050704956055, 27.945072174072266, -7.165706157684326], [21.020397186279297, -28.763498306274414, 3.383998155593872], [29.53891372680664, -20.225616455078125, 34.692020416259766]], [-19.665504455566406, 26.307451248168945, -11.478395462036133], [[-16.152082443237305, -33.39509201049805], [12.563429832458496, -36.09633255004883], [4.732500076293945, -7.943365097045898]], [-12.236897468566895, 4.767059326171875]]"
798,407.28,338.27,98,"[[[9.95263385772705, 22.69565200805664, 9.192264556884766, -15.190238952636719, -7.311385154724121], [-29.452173233032227, -13.570732116699219, -11.970311164855957, -12.489233016967773, 27.234603881835938], [-3.485046148300171, 6.803049564361572, -10.194141387939453, 3.538963794708252, -0.27647897601127625], [-3.8941256999969482, -7.659331798553467, -3.313084840774536, -13.204893112182617, -13.171271324157715], [2.169635772705078, 5.845102787017822, -21.0567684173584, -29.238162994384766, 2.5103981494903564]], [6.220437526702881, 9.774190902709961, 0.6698716878890991, -26.405851364135742, -15.254825592041016], [[-7.758522987365723, -0.6103284955024719, 40.8812255859375], [-34.95349884033203, -10.655720710754395, -5.860745906829834], [-0.9460052847862244, -14.443909645080566, 16.780040740966797], [12.528364181518555, -24.11253547668457, 23.996097564697266], [10.397122383117676, 52.98896408081055, -3.7462575435638428]], [7.638840198516846, 18.267337799072266, 37.30287170410156], [[7.219350337982178, 34.34726333618164, -9.14279842376709], [19.421106338500977, -30.701404571533203, 2.559180974960327], [29.51479148864746, -18.781097412109375, 30.291473388671875]], [-19.819931030273438, 25.770566940307617, -16.822242736816406], [[-13.42721176147461, -30.23612403869629], [14.23212718963623, -35.06716537475586], [1.6757421493530273, -9.53468132019043]], [-10.129977226257324, -0.281121164560318]]"
799,414.68,351.00,99,"[[[10.231493949890137, 22.40887451171875, 11.606949806213379, -15.909955024719238, -8.499611854553223], [-29.02390480041504, -14.51852035522461, -10.520076751708984, -10.835087776184082, 25.49556541442871], [-1.9039028882980347, 8.639966011047363, -9.897452354431152, 3.165560007095337, 0.2302006334066391], [-5.313540935516357, -8.178518295288086, -2.794426441192627, -11.976157188415527, -13.259476661682129], [1.7845284938812256, 4.791136264801025, -20.29566764831543, -28.70057487487793, 2.088404417037964]], [7.252370357513428, 8.528282165527344, 0.01778624951839447, -25.452367782592773, -14.561031341552734], [[-6.375495910644531, 0.39971885085105896, 42.40214157104492], [-33.2926139831543, -11.453869819641113, -5.189741134643555], [0.1546313762664795, -14.603631973266602, 16.467710494995117], [12.655744552612305, -26.38758659362793, 22.490968704223633], [10.468491554260254, 54.63808822631836, -6.717292785644531]], [7.966705322265625, 16.972366333007812, 37.59361267089844], [[4.1767096519470215, 34.95121383666992, -7.33692741394043], [20.183422088623047, -33.65718460083008, 2.9338817596435547], [29.826547622680664, -16.678796768188477, 29.122873306274414]], [-19.51071548461914, 25.71556854248047, -15.968003273010254], [[-12.60493278503418, -30.255712509155273], [14.176175117492676, -33.42919921875], [1.1811513900756836, -8.081008911132812]], [-10.652161598205566, 0.9426429271697998]]"
800,488.59,285.87,0,"[[[10.132822036743164, 21.369150161743164, 13.120965957641602, -13.701201438903809, -8.200815200805664], [-27.909910202026367, -14.059590339660645, -10.566147804260254, -11.291662216186523, 27.52249526977539], [-3.615618944168091, 6.171927452087402, -10.815340995788574, 3.464401960372925, -2.125945806503296], [-5.7699103355407715, -5.023957252502441, -6.078045845031738, -13.141465187072754, -14.509934425354004], [9.546067237854004, 3.378258228302002, -20.732528686523438, -28.673316955566406, -2.241389036178589]], [5.98605489730835, 12.815385818481445, -1.0106309652328491, -25.687936782836914, -9.712438583374023], [[-5.31926965713501, -0.25928330421447754, 38.098663330078125], [-34.75187301635742, -9.462777137756348, -9.018051147460938], [2.0341744422912598, -12.036648750305176, 15.736608505249023], [9.722992897033691, -25.598949432373047, 22.181825637817383], [9.697172164916992, 54.342403411865234, -6.532576560974121]], [9.266582489013672, 15.612028121948242, 34.33444595336914], [[5.102572441101074, 26.99854850769043, -7.6683268547058105], [20.0279483795166, -26.55995750427246, 1.7042607069015503], [29.933401107788086, -20.282962799072266, 32.123992919921875]], [-19.056177139282227, 24.765623092651367, -13.315850257873535], [[-14.240615844726562, -33.58989334106445], [13.831623077392578, -36.716514587402344], [6.719150543212891, -5.2098388671875]], [-9.439882278442383, 2.334503412246704]]"
801,363.45,258.47,1,"[[[9.546143531799316, 23.927223205566406, 12.330924987792969, -14.410050392150879, -7.965351581573486], [-29.738187789916992, -13.552693367004395, -8.644475936889648, -11.859474182128906, 27.945377349853516], [-2.3873894214630127, 6.002328395843506, -11.186013221740723, 5.773468971252441, -2.67665433883667], [-6.428618431091309, -5.01289176940918, -3.48538875579834, -11.379232406616211, -15.114152908325195], [9.75545883178711, 2.3304057121276855, -20.194049835205078, -26.910673141479492, -1.9003328084945679]], [5.5900115966796875, 12.487082481384277, -2.5461008548736572, -26.848949432373047, -10.303627014160156], [[-4.250624656677246, -1.3775144815444946, 40.74457931518555], [-33.97105026245117, -9.399779319763184, -9.263860702514648], [3.8709185123443604, -12.728595733642578, 16.856998443603516], [9.080443382263184, -26.055734634399414, 22.036754608154297], [8.693607330322266, 54.70320129394531, -6.18729305267334]], [7.497562408447266, 16.383548736572266, 36.937068939208984], [[5.179794788360596, 26.868698120117188, -6.895148754119873], [20.557159423828125, -25.502355575561523, 2.4074766635894775], [29.783960342407227, -18.505760192871094, 35.339988708496094]], [-17.794490814208984, 22.78074836730957, -15.36026382446289], [[-15.628556251525879, -32.53399658203125], [12.830718040466309, -33.49721145629883], [4.687315464019775, -6.690838813781738]], [-9.774948120117188, 1.556650996208191]]"
802,501.78,419.70,2,"[[[10.929006576538086, 20.323287963867188, 12.411028861999512, -12.950750350952148, -9.31495475769043], [-28.174970626831055, -14.134352684020996, -12.396699905395508, -11.105009078979492, 26.646989822387695], [-3.1882169246673584, 4.852187633514404, -9.918825149536133, 3.4245574474334717, -3.1114401817321777], [-6.5070624351501465, -7.260500431060791, -5.179027080535889, -12.844124794006348, -15.838617324829102], [9.812150001525879, 5.216143608093262, -20.585235595703125, -27.764625549316406, -1.9541391134262085]], [6.284307479858398, 14.157668113708496, 1.5716294050216675, -25.950830459594727, -8.924237251281738], [[-4.595006942749023, -0.339212030172348, 36.06639862060547], [-35.23130416870117, -9.528961181640625, -9.296896934509277], [0.007546065375208855, -12.568159103393555, 16.132556915283203], [10.022313117980957, -26.767976760864258, 23.126983642578125], [10.10667896270752, 53.856693267822266, -5.468453884124756]], [7.875769138336182, 14.886387825012207, 34.51860809326172], [[3.828378200531006, 25.822126388549805, -7.104733467102051], [19.522850036621094, -26.05105972290039, 1.1809624433517456], [29.818344116210938, -20.392370223999023, 31.85672378540039]], [-17.35222816467285, 24.07233238220215, -12.064446449279785], [[-14.16769790649414, -32.473121643066406], [14.313091278076172, -35.831382751464844], [6.591670036315918, -6.223121643066406]], [-9.542155265808105, 2.561211585998535]]"
803,375.92,300.80,3,"[[[10.95022964477539, 24.46978759765625, 12.590005874633789, -16.415969848632812, -7.94197416305542], [-28.977842330932617, -13.870532989501953, -7.29754638671875, -12.275148391723633, 26.099803924560547], [-1.5136802196502686, 7.159211158752441, -10.69676685333252, 6.018984794616699, -2.83178973197937], [-6.402806758880615, -3.346400737762451, -2.989149332046509, -11.246752738952637, -17.502042770385742], [10.911293029785156, 2.799889326095581, -20.561620712280273, -27.075603485107422, -1.0762443542480469]], [6.36261510848999, 13.182326316833496, -2.7064998149871826, -25.718975067138672, -9.932548522949219], [[-2.2850265502929688, -1.7682545185089111, 39.00080871582031], [-33.7470588684082, -10.144543647766113, -10.406980514526367], [4.043690204620361, -13.358802795410156, 17.320362091064453], [11.653848648071289, -26.186323165893555, 20.581562042236328], [8.430020332336426, 55.90604019165039, -5.682511806488037]], [6.496187210083008, 14.64920425415039, 34.35846710205078], [[6.171987056732178, 28.0867977142334, -5.1900787353515625], [20.15899085998535, -25.60357666015625, 1.6929155588150024], [30.492538452148438, -20.12864112854004, 33.81427001953125]], [-18.279800415039062, 22.808841705322266, -13.618444442749023], [[-15.193068504333496, -32.02043533325195], [13.545150756835938, -34.405029296875], [2.5669987201690674, -5.793254852294922]], [-9.09316635131836, -0.10978078097105026]]"
